,train_loss,valid_loss,best_valid_loss,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/alpha_d_ff,config/batch_size,config/d_model,config/decomp_method/decomp_method,config/down_sampling_method,config/dropout,config/e_layers,config/learning_rate,logdir,config/decomp_method/moving_avg
0,0.3532527752897956,0.6944198071263558,0.6944198071263558,1724433665,checkpoint_000007,True,False,8,7ec6efbc,2024-08-23_19-21-05,2.431291341781616,21.029891967773438,6246,antonio,192.168.1.144,21.029891967773438,8,4,64,8,dft_decomp,avg,0.0990448800935579,4,0.001631158227501476,7ec6efbc,
1,0.2882246080729546,0.7291013846794764,0.7076741309258444,1724433725,checkpoint_000007,True,False,8,15b914ef,2024-08-23_19-22-05,10.399896621704102,78.8036732673645,6335,antonio,192.168.1.144,78.8036732673645,8,3,16,16,dft_decomp,conv,0.09012666779719704,2,0.01064263000037022,15b914ef,
2,0.34519606535181857,0.6914399248916049,0.6914399248916049,1724433725,checkpoint_000007,True,False,8,2a1b5af2,2024-08-23_19-22-05,6.922846078872681,57.75482511520386,7296,antonio,192.168.1.144,57.75482511520386,8,3,64,128,dft_decomp,conv,0.0925162833765015,2,0.001259391180831956,2a1b5af2,
3,0.35693765705394925,0.6973214387979315,0.6973214387979315,1724433836,checkpoint_000003,True,True,4,0b96ab1b,2024-08-23_19-23-56,24.397430419921875,109.52159070968628,8506,antonio,192.168.1.144,109.52159070968628,4,3,16,512,dft_decomp,avg,0.10005171002606002,1,0.0008318929334924678,0b96ab1b,
4,0.31424630907448853,0.7164244090401849,0.7052632646505222,1724433746,checkpoint_000005,True,False,6,19d79fb1,2024-08-23_19-22-26,2.840144395828247,17.974979162216187,8582,antonio,192.168.1.144,17.974979162216187,6,2,64,16,moving_avg,conv,0.07431613933182805,3,0.006730655699341551,19d79fb1,15.0
5,0.34047689678316767,0.6861502505068121,0.6838916730264137,1724433813,checkpoint_000006,True,False,7,e43b21bd,2024-08-23_19-23-33,8.614359378814697,64.51562523841858,9189,antonio,192.168.1.144,64.51562523841858,7,3,32,64,moving_avg,avg,0.07683623441236416,3,0.0011650014804827074,e43b21bd,35.0
6,0.37233655199860083,0.7324065126123882,0.7324065126123882,1724433834,checkpoint_000007,True,False,8,0355aa56,2024-08-23_19-23-54,2.140042543411255,18.35151243209839,10179,antonio,192.168.1.144,18.35151243209839,8,4,128,16,dft_decomp,conv,0.0753590163357007,2,0.002511404254926715,0355aa56,
7,0.31666031795920746,0.6958326305760894,0.6932857972244884,1724433853,checkpoint_000007,True,False,8,e89965d1,2024-08-23_19-24-13,2.2916269302368164,17.902227640151978,10920,antonio,192.168.1.144,17.902227640151978,8,4,64,8,moving_avg,avg,0.08180975226279208,3,0.010052790919426012,e89965d1,55.0
8,1.2218874136381077,2.315197318107232,0.796646049995532,1724433952,checkpoint_000002,True,True,3,a5c0ddda,2024-08-23_19-25-52,34.969595432281494,113.85805797576904,11038,antonio,192.168.1.144,113.85805797576904,3,4,16,512,moving_avg,conv,0.05999454279983519,1,0.006070584790668805,a5c0ddda,35.0
9,0.34046415849165484,0.7074892755065646,0.7056096018779845,1724433920,checkpoint_000007,True,False,8,c2efbdb0,2024-08-23_19-25-20,7.570261240005493,64.77216696739197,11736,antonio,192.168.1.144,64.77216696739197,8,4,128,64,moving_avg,conv,0.11884684425154694,4,0.0032240924334661727,c2efbdb0,15.0
10,0.3382422388954596,0.6841400461806648,0.6830438803667309,1724434035,checkpoint_000007,True,True,8,5aaaa297,2024-08-23_19-27-15,13.470518112182617,112.4923198223114,12738,antonio,192.168.1.144,112.4923198223114,8,4,32,128,dft_decomp,conv,0.08618920581912012,3,0.0032161332521737297,5aaaa297,
11,0.3129395319036011,0.6989902899354353,0.691127679685409,1724434057,checkpoint_000006,True,True,7,1c0bb885,2024-08-23_19-27-37,11.70642638206482,102.8427734375,13057,antonio,192.168.1.144,102.8427734375,7,4,16,32,moving_avg,avg,0.0685366286539392,4,0.002023064828980055,1c0bb885,75.0
12,0.3060376228708209,0.7378380051118204,0.6929788429332876,1724434076,checkpoint_000005,True,False,6,5cde6ebe,2024-08-23_19-27-56,8.067619562149048,38.57224488258362,14232,antonio,192.168.1.144,38.57224488258362,6,2,32,16,dft_decomp,avg,0.126638885779985,4,0.007088916976912298,5cde6ebe,
13,0.5858579725027084,1.114617611680712,1.108518735283897,1724434180,checkpoint_000002,True,True,3,91a9a8b8,2024-08-23_19-29-40,42.55109977722168,120.75781035423279,14731,antonio,192.168.1.144,120.75781035423279,3,2,128,512,dft_decomp,conv,0.10974725729420516,2,0.004616028475869769,91a9a8b8,
14,0.3686608568285451,0.7239324897527695,0.7239324897527695,1724434180,checkpoint_000006,True,True,7,27d3ef84,2024-08-23_19-29-40,14.038591623306274,102.28203821182251,15072,antonio,192.168.1.144,102.28203821182251,7,3,128,128,dft_decomp,avg,0.03907355046545624,3,0.0008815990252248222,27d3ef84,
15,0.3656784189921437,0.7067602415417515,0.7067602415417515,1724434211,checkpoint_000007,True,False,8,db696141,2024-08-23_19-30-11,3.644550085067749,28.339171171188354,16144,antonio,192.168.1.144,28.339171171188354,8,4,64,32,dft_decomp,avg,0.11313326444448761,2,0.0005834474389940705,db696141,
16,0.3658347293508775,0.7154696721626425,0.7154696721626425,1724434308,checkpoint_000002,True,True,3,d8b74bdb,2024-08-23_19-31-48,41.97394061088562,124.00491189956665,16219,antonio,192.168.1.144,124.00491189956665,3,2,32,512,moving_avg,conv,0.08302184582269503,2,0.0007874187463015802,d8b74bdb,25.0
17,0.3353145752440799,0.6844586287250464,0.6807715053530945,1724434321,checkpoint_000005,True,True,6,bfc26d9b,2024-08-23_19-32-01,13.46418809890747,109.24456644058228,16991,antonio,192.168.1.144,109.24456644058228,6,4,32,128,dft_decomp,avg,0.09142939194888641,3,0.001386678468194237,bfc26d9b,
18,0.4041608987432538,0.7791748330706642,0.7791748330706642,1724434330,checkpoint_000007,True,False,8,4f90c0d1,2024-08-23_19-32-10,2.2820682525634766,19.652145385742188,18070,antonio,192.168.1.144,19.652145385742188,8,2,128,32,dft_decomp,avg,0.06102074610384979,2,0.0005418796974631459,4f90c0d1,
19,0.3200999293758562,0.6826250956918316,0.6790626842057568,1724434379,checkpoint_000005,True,False,6,b9d5632c,2024-08-23_19-32-59,9.140711307525635,56.07746338844299,18492,antonio,192.168.1.144,56.07746338844299,6,2,16,8,dft_decomp,conv,0.11798535366656013,4,0.0021653546679006206,b9d5632c,
20,0.318905911069702,0.7000269614930811,0.6873405239191549,1724434387,checkpoint_000005,True,False,6,04166157,2024-08-23_19-33-07,8.916863203048706,54.78207302093506,18927,antonio,192.168.1.144,54.78207302093506,6,3,16,8,moving_avg,avg,0.08574615620252438,4,0.0026917288040676983,04166157,75.0
