,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.6572229204005897,1.5044920779998947,20.699541807174683
1,2,0.5132282166569321,1.3003362344121032,20.365511178970337
2,3,0.4808546366863548,1.2782753614134759,19.900954484939575
3,4,0.469117770999031,1.2937017366196375,20.366801023483276
4,5,0.4603306613935132,1.2970181965977892,20.403584003448486
5,6,0.4541216049975122,1.3039023010235913,20.200977563858032
6,7,0.4505308171113332,1.3117599341104615,20.349791049957275
7,8,0.4483066359807176,1.3093300285579275,20.438313484191895
8,9,0.4469755366299352,1.308783100273624,20.17547369003296
9,10,0.44628018303456596,1.3083973333895582,20.187658071517944
