,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.6693195838194627,1.2309095419588543,0.9221780300140381
1,2,0.4702962311414572,1.0179798631441026,0.7248075008392334
2,3,0.42525927882928116,1.0217931157066709,0.7439174652099609
3,4,0.4159849767501538,1.0146593508266268,0.7530772686004639
4,5,0.4099251096065228,1.0154517378125871,0.7046322822570801
5,6,0.4064314984358274,1.0081553132761092,0.7466506958007812
6,7,0.40341423749923705,1.012234518925349,0.7032105922698975
7,8,0.40302484448139486,1.013688733180364,0.764859676361084
8,9,0.4020746905070085,1.0124314100969405,0.6946883201599121
9,10,0.4021388828754425,1.0118793093022846,0.7136557102203369
