,train_loss,valid_loss,best_valid_loss,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/batch_size,config/learning_rate,config/down_sampling_method,config/d_model,config/decomp_method,config/moving_avg,config/e_layers,config/dropout,config/d_ff,config/alpha_d_ff,logdir
375,0.33475020934234967,0.696495994925499,0.692612227229845,1724380358,checkpoint_000006,True,False,7,d31f1_00376,2024-08-23_04-32-38,5.673692464828491,41.87808847427368,290469,antonio,192.168.1.144,41.87808847427368,7,128,0.0047342799426281735,conv,32,dft_decomp,15,4,0.12972661560988688,96,3,d31f1_00376
376,0.34146285644083313,0.7005754808584849,0.6983577545200076,1724380443,checkpoint_000007,True,False,8,d31f1_00377,2024-08-23_04-34-03,9.544855833053589,83.03456234931946,291258,antonio,192.168.1.144,83.03456234931946,8,128,0.008873306876764648,avg,128,dft_decomp,25,2,0.07772706894448711,512,4,d31f1_00377
377,0.35056848056388623,0.6891035843034123,0.68876374980738,1724380458,checkpoint_000007,True,False,8,d31f1_00378,2024-08-23_04-34-18,3.666663885116577,32.849512815475464,291970,antonio,192.168.1.144,32.849512815475464,8,64,0.0014121147174736136,conv,32,moving_avg,55,3,0.09313380626086407,96,3,d31f1_00378
378,0.3167704584528551,0.7022039917693741,0.6814108156952364,1724380525,checkpoint_000005,True,False,6,d31f1_00379,2024-08-23_04-35-25,16.998331308364868,79.79756355285645,292541,antonio,192.168.1.144,79.79756355285645,6,16,0.0013921629264282485,conv,32,dft_decomp,25,4,0.06462988651492202,96,3,d31f1_00379
379,0.33918333426117897,0.6824116399404646,0.678734363752535,1724380484,checkpoint_000006,True,False,7,d31f1_00380,2024-08-23_04-34-44,3.3243846893310547,23.153099298477173,293049,antonio,192.168.1.144,23.153099298477173,7,32,0.0022790050423334477,avg,32,moving_avg,55,1,0.05925453160814966,128,4,d31f1_00380
380,141.39948191787258,219.83731789424502,0.7400989562444303,1724380580,checkpoint_000003,True,False,4,d31f1_00381,2024-08-23_04-36-20,23.4637770652771,94.3407735824585,293889,antonio,192.168.1.144,94.3407735824585,4,32,0.005115026147225462,conv,256,dft_decomp,15,3,0.11524493843299488,768,3,d31f1_00381
381,0.3327534634507064,0.6880837293534443,0.6878556762019108,1724380632,checkpoint_000007,True,True,8,d31f1_00382,2024-08-23_04-37-12,14.36902928352356,104.39710211753845,294384,antonio,192.168.1.144,104.39710211753845,8,16,0.0014331339857240255,conv,128,dft_decomp,25,1,0.04636943133721531,256,2,d31f1_00382
382,0.36801068823445926,0.7047303292986958,0.7047303292986958,1724380723,checkpoint_000002,True,True,3,d31f1_00383,2024-08-23_04-38-43,49.810851097106934,140.73745346069336,295135,antonio,192.168.1.144,140.73745346069336,3,64,0.0008988840964697153,avg,512,dft_decomp,75,3,0.13314443134370066,1024,2,d31f1_00383
383,0.3091427631055315,0.732515314529682,0.7003143361673273,1724380750,checkpoint_000004,True,True,5,d31f1_00384,2024-08-23_04-39-10,18.54512596130371,115.29919147491455,295731,antonio,192.168.1.144,115.29919147491455,5,16,0.004265073001109273,avg,128,dft_decomp,75,3,0.0881897711920268,384,3,d31f1_00384
384,0.35535841051376227,0.6982545265278151,0.6972038458253063,1724380748,checkpoint_000007,True,False,8,d31f1_00385,2024-08-23_04-39-08,2.761152505874634,22.817344903945923,296451,antonio,192.168.1.144,22.817344903945923,8,64,0.0013157987022243134,avg,64,moving_avg,15,1,0.12527972153148986,256,4,d31f1_00385
385,0.36011894995516,0.710024832260041,0.710024832260041,1724380815,checkpoint_000007,True,False,8,d31f1_00386,2024-08-23_04-40-15,9.315295219421387,65.0104570388794,297285,antonio,192.168.1.144,65.0104570388794,8,128,0.0018898545754000844,conv,64,dft_decomp,25,4,0.11652469612721023,192,3,d31f1_00386
386,0.33305624308008136,0.6956543780343477,0.689825770120288,1724380771,checkpoint_000006,True,False,7,d31f1_00387,2024-08-23_04-39-31,2.5119712352752686,18.64336371421814,297367,antonio,192.168.1.144,18.64336371421814,7,64,0.007710628347227686,conv,16,dft_decomp,55,2,0.12322845486125329,32,2,d31f1_00387
387,0.30833178149028256,0.7193800983733909,0.6879082919899807,1724380801,checkpoint_000006,True,False,7,d31f1_00388,2024-08-23_04-40-01,3.739053249359131,27.50180959701538,298194,antonio,192.168.1.144,27.50180959701538,7,64,0.010660492903069493,conv,16,moving_avg,55,4,0.10216973678243739,64,4,d31f1_00388
388,0.3511750607779532,0.6942515184366426,0.6929101919712022,1724380852,checkpoint_000007,True,False,8,d31f1_00389,2024-08-23_04-40-52,6.307226896286011,48.4511284828186,299154,antonio,192.168.1.144,48.4511284828186,8,64,0.0018601180890479654,conv,64,dft_decomp,15,2,0.1461257358552145,256,4,d31f1_00389
389,0.3569444088321744,0.7114058881998062,0.7107589954421634,1724380855,checkpoint_000007,True,False,8,d31f1_00390,2024-08-23_04-40-55,2.657646894454956,37.81984353065491,299523,antonio,192.168.1.144,37.81984353065491,8,128,0.008742860721727443,avg,128,moving_avg,25,1,0.10508534090476611,384,3,d31f1_00390
390,0.34820965880697424,0.6925570616541907,0.6912643781235052,1724380870,checkpoint_000006,True,False,7,d31f1_00391,2024-08-23_04-41-10,2.512547254562378,15.71286392211914,300678,antonio,192.168.1.144,15.71286392211914,7,64,0.003150889013932169,avg,32,dft_decomp,15,1,0.08374365818924548,96,3,d31f1_00391
391,0.6760128266883619,1.149510078486942,1.149510078486942,1724380930,checkpoint_000000,True,False,1,d31f1_00392,2024-08-23_04-42-10,72.52634191513062,72.52634191513062,300832,antonio,192.168.1.144,72.52634191513062,1,128,0.002360826360275224,avg,512,moving_avg,15,4,0.10886718788931599,1536,3,d31f1_00392
392,0.28841156427833164,0.7267976832287065,0.6716086498793514,1724380923,checkpoint_000005,True,False,6,d31f1_00393,2024-08-23_04-42-03,8.161895036697388,50.45948243141174,301456,antonio,192.168.1.144,50.45948243141174,6,32,0.009783634656804437,conv,16,dft_decomp,55,4,0.12042838814528924,32,2,d31f1_00393
393,0.3671623556733583,0.7035248327957487,0.7035248327957487,1724380948,checkpoint_000001,True,False,2,d31f1_00394,2024-08-23_04-42-28,10.705630779266357,22.343470335006714,302163,antonio,192.168.1.144,22.343470335006714,2,16,0.0036533139260521473,avg,32,dft_decomp,15,1,0.09302141727111879,128,4,d31f1_00394
