,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.6737742167815828,1.5111312877457097,4.4611899852752686
1,2,0.5049937111243867,1.3008302007831118,4.110486745834351
2,3,0.48486947502076744,1.2945370604781985,4.090856075286865
3,4,0.4784644907794268,1.2862609354954846,4.138998746871948
4,5,0.47270839889379507,1.2896104811122582,4.161201477050781
5,6,0.4691574746056607,1.2889175506882697,4.125281572341919
6,7,0.4674688411502578,1.289686324836323,4.115936040878296
7,8,0.4664469599491439,1.2897454657644596,4.132143497467041
8,9,0.4658892728083315,1.2909709769974715,4.173995733261108
9,10,0.4656266676984568,1.290118452138121,4.3060431480407715
