,train_loss,valid_loss,best_valid_loss,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/batch_size,config/learning_rate,config/down_sampling_method,config/d_model,config/decomp_method,config/moving_avg,config/e_layers,config/dropout,config/d_ff,config/alpha_d_ff,logdir
0,0.649110053406387,1.6154834255576134,1.6154834255576134,1724536018,checkpoint_000001,True,False,2,c7346547,2024-08-24_23-46-58,1.020944356918335,2.702364921569824,1617273,antonio,192.168.1.144,2.702364921569824,2,128,0.01,avg,16,moving_avg,25.0,2,0.1,32,2,c7346547
1,0.6207055034207516,1.5983911281201377,1.5983911281201377,1724536028,checkpoint_000001,True,False,2,9c1e3ef9,2024-08-24_23-47-08,3.335334539413452,7.479886293411255,1617580,antonio,192.168.1.144,7.479886293411255,2,32,0.0023054601576715525,conv,16,dft_decomp,,3,0.10805265170849054,64,4,9c1e3ef9
2,0.594406102524429,1.5946571844996829,1.5784730351332463,1724536084,checkpoint_000005,True,True,6,d6226df9,2024-08-24_23-48-04,3.9678969383239746,25.09825086593628,1618903,antonio,192.168.1.144,16.5069363117218,4,64,0.000892991124088706,avg,64,moving_avg,15.0,3,0.09871205697651537,192,3,d6226df9
3,0.6483888122879091,1.6012613141175471,1.6012613141175471,1724536055,checkpoint_000001,True,False,2,84f48aa1,2024-08-24_23-47-35,6.183530569076538,13.183238983154297,1618092,antonio,192.168.1.144,13.183238983154297,2,64,0.00157875512705329,conv,128,dft_decomp,,2,0.1373956631376794,384,3,84f48aa1
4,0.5943505045820455,1.5969524798971233,1.5904130574428674,1724536066,checkpoint_000005,True,False,6,6383eb1e,2024-08-24_23-47-46,1.36147141456604,8.845398187637329,1618363,antonio,192.168.1.144,8.845398187637329,6,64,0.0019351104492971506,avg,8,moving_avg,25.0,2,0.11866451479783081,16,2,6383eb1e
5,1.372139594593986,2.50774684548378,1.9833263978362083,1724536200,checkpoint_000003,True,True,4,6805db47,2024-08-24_23-50-00,27.965553283691406,113.50321125984192,1619323,antonio,192.168.1.144,113.50321125984192,4,128,0.007846204854903772,conv,512,dft_decomp,,2,0.09138395775177267,1536,3,6805db47
6,0.587171697225727,1.6192230470478535,1.6032389365136623,1724536234,checkpoint_000005,True,False,6,1c59292d,2024-08-24_23-50-34,5.164572238922119,31.82485818862915,1620037,antonio,192.168.1.144,31.82485818862915,6,128,0.0033987590186018305,avg,64,dft_decomp,,4,0.0818741926999945,192,3,1c59292d
7,0.5134379375176351,1.6689948234985124,1.611156605962497,1724536259,checkpoint_000005,True,True,6,76ca8f96,2024-08-24_23-50-59,3.4184045791625977,22.05771279335022,1620643,antonio,192.168.1.144,22.05771279335022,6,32,0.003643081129953786,conv,32,dft_decomp,,3,0.15188648386064882,96,3,76ca8f96
8,0.5622947899232369,1.5783447777783428,1.568632342197277,1724536374,checkpoint_000004,True,True,5,722551ae,2024-08-24_23-52-54,22.640352487564087,113.59187245368958,1621222,antonio,192.168.1.144,113.59187245368958,5,16,0.0006777561947145852,avg,256,moving_avg,75.0,3,0.1031939422525546,1024,4,722551ae
9,0.618191624762582,1.5872386766202522,1.5872386766202522,1724536388,checkpoint_000005,True,False,6,7dfd1636,2024-08-24_23-53-08,1.7003321647644043,11.365256071090698,1622005,antonio,192.168.1.144,11.365256071090698,6,64,0.0013770033902370893,conv,8,dft_decomp,,3,0.09409776375780991,24,3,7dfd1636
