,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.42411194699809857,0.6791951489316377,17.323338270187378
1,2,0.3869370321223169,0.6553887577783396,17.023927688598633
2,3,0.36451332428982935,0.6540719984959976,16.703124523162842
3,4,0.3526651460102786,0.6644495965883626,16.42066264152527
4,5,0.34455051217568744,0.655762663715984,16.086634159088135
5,6,0.33933282727738023,0.6595010045430861,16.47956371307373
6,7,0.3364040957500942,0.6569542227491459,16.711191415786743
7,8,0.33472425242265064,0.6619288304311693,16.678504467010498
8,9,0.33401963095876236,0.6642451386829473,16.873477935791016
9,10,0.33329940350805715,0.6649032409525395,16.83292317390442
