,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.67518658933119,1.5638736100316797,16.18436074256897
1,2,0.5121649195227707,1.2724536153130561,15.86692190170288
2,3,0.4782830544731073,1.2889793987544078,16.895541429519653
3,4,0.46579494171904773,1.288025416855542,15.814860343933105
4,5,0.45657383884370445,1.2872417481065546,15.551989555358887
5,6,0.45182760887675816,1.2973270684293232,15.534895896911621
6,7,0.44901520821318525,1.3010886382756743,15.770387172698975
7,8,0.4474842009837167,1.3076745136728827,15.551406145095825
8,9,0.4467990078307964,1.307368924970147,15.831982135772705
9,10,0.4460781688346268,1.3069607034419317,16.166664838790894
