,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.5290893749757246,0.8640483419100443,1.0060310363769531
1,2,0.3931167008298816,0.7197283612830299,0.7401375770568848
2,3,0.3598298520752878,0.7019900998898915,0.737581729888916
3,4,0.3511527171640685,0.7043463112342925,0.7564759254455566
4,5,0.34503508201151184,0.702827342918941,0.7391023635864258
5,6,0.3418877206065438,0.7073901529823031,0.7394590377807617
6,7,0.33987868148269074,0.7061210934604917,0.737724781036377
7,8,0.33841390456214093,0.707050159573555,0.7408237457275391
8,9,0.33815276893702423,0.7079880258866719,0.7326867580413818
9,10,0.33795494699116907,0.7079302150578726,0.71480393409729
