,train_loss,valid_loss,best_valid_loss,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/batch_size,config/learning_rate,config/down_sampling_method,config/d_model,config/decomp_method,config/moving_avg,config/e_layers,config/dropout,config/d_ff,config/alpha_d_ff,logdir
0,0.4121986214931195,1.003117403813771,0.9982897000653403,1724380986,checkpoint_000007,True,False,8,63b86_00000,2024-08-23_04-43-06,1.551313877105713,12.964866399765015,304853,antonio,192.168.1.144,12.964866399765015,8,128,0.01,avg,16,moving_avg,25,2,0.1,32,2,63b86_00000
1,0.42595777554987035,1.0099459625780582,1.006855576166085,1724381097,checkpoint_000002,True,True,3,63b86_00001,2024-08-23_04-44-57,49.43189597129822,124.383309841156,304854,antonio,192.168.1.144,124.383309841156,3,16,0.0006098099485577784,conv,512,moving_avg,15,2,0.11442759478143129,1024,2,63b86_00001
2,0.3807412596612141,1.0326300532157933,1.0033414320399363,1724381045,checkpoint_000003,True,False,4,63b86_00002,2024-08-23_04-44-05,13.909940242767334,56.62031579017639,305735,antonio,192.168.1.144,56.62031579017639,4,16,0.015073846340944217,avg,16,dft_decomp,75,4,0.10242918296676143,64,4,63b86_00002
3,0.5468929656620684,1.2448046750255994,1.0203048201898735,1724381101,checkpoint_000003,True,False,4,63b86_00003,2024-08-23_04-45-01,9.681902170181274,54.21222496032715,306395,antonio,192.168.1.144,54.21222496032715,4,32,0.010458140898905207,avg,256,moving_avg,55,1,0.1383008269907199,512,2,63b86_00003
4,0.42462216248879064,1.0026705009596688,1.002668974655015,1724381167,checkpoint_000007,True,False,8,63b86_00004,2024-08-23_04-46-07,8.320955038070679,66.92081642150879,306962,antonio,192.168.1.144,66.92081642150879,8,64,0.001176253246117602,conv,256,dft_decomp,55,1,0.12069803603896843,512,2,63b86_00004
5,0.38853059549212915,1.0191113777636063,1.0073623949927943,1724381169,checkpoint_000007,True,False,8,63b86_00005,2024-08-23_04-46-09,5.571195125579834,65.74537253379822,307115,antonio,192.168.1.144,65.74537253379822,8,16,0.0042907166643368745,avg,32,moving_avg,15,1,0.12685076554929858,64,2,63b86_00005
6,0.34459124122999635,1.0362549574957007,1.0052643996619044,1724381245,checkpoint_000004,True,False,5,63b86_00006,2024-08-23_04-47-25,13.762476682662964,76.27044177055359,308471,antonio,192.168.1.144,76.27044177055359,5,32,0.01481232049117143,avg,128,dft_decomp,55,4,0.13065573232052877,384,3,63b86_00006
7,0.3622486046675978,1.0341217169272048,0.9911927177260319,1724381236,checkpoint_000004,True,False,5,63b86_00007,2024-08-23_04-47-16,12.683441638946533,64.91511178016663,308585,antonio,192.168.1.144,64.91511178016663,5,16,0.007407615729079223,conv,64,moving_avg,55,2,0.12483309439879528,128,2,63b86_00007
8,0.4276337637351109,1.0036008343810128,1.0035895307858784,1724381247,checkpoint_000007,True,False,8,63b86_00008,2024-08-23_04-47-27,0.6966173648834229,9.072123527526855,309557,antonio,192.168.1.144,9.072123527526855,8,128,0.0034940011284257167,conv,8,dft_decomp,75,1,0.09608811687926487,24,3,63b86_00008
9,0.42642382429196285,1.0026537733418601,1.0026537733418601,1724381281,checkpoint_000007,True,False,8,63b86_00009,2024-08-23_04-48-01,4.110952615737915,33.20630240440369,310202,antonio,192.168.1.144,33.20630240440369,8,128,0.0015848999827253844,avg,64,dft_decomp,15,2,0.0820454713029851,128,2,63b86_00009
10,0.4284027230237179,1.009041171875738,1.008991247131711,1724381282,checkpoint_000007,True,False,8,63b86_00010,2024-08-23_04-48-02,3.568345785140991,33.0116822719574,310336,antonio,192.168.1.144,33.0116822719574,8,32,0.0008008248884727087,avg,16,moving_avg,35,2,0.08796092854525127,48,3,63b86_00010
