,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.7082702528479641,1.6213541039714108,9.016990423202515
1,2,0.6150550023787836,1.5796158459451464,8.589277744293213
2,3,0.5414373753382872,1.5579914878915857,8.782453060150146
3,4,0.4417052886359287,1.6450193581757722,8.884670734405518
4,5,0.36730273753587456,1.6667480729244373,8.882202863693237
5,6,0.3410638171592861,1.6081184104636863,8.905298948287964
6,7,0.32808498218503224,1.6379372830744143,9.04750108718872
7,8,0.32106753184263936,1.6317392596492062,8.758358716964722
8,9,0.31780312653699533,1.6420242600970798,8.801749467849731
9,10,0.31590802714624777,1.6270065431241636,8.811388731002808
