,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.7963001718744636,1.5264019401449906,0.9863448143005371
1,2,0.5229846350848675,1.3471374464662451,0.7923727035522461
2,3,0.4854578645899892,1.3499388710448617,0.789046049118042
3,4,0.47423731442540884,1.359189731510062,0.7740156650543213
4,5,0.46673256950452924,1.3709046605386233,0.7670586109161377
5,6,0.4627515315078199,1.3688882746194537,0.7923431396484375
6,7,0.4603057187050581,1.3680286046705747,0.8018543720245361
7,8,0.4586611404083669,1.367633061973672,0.7966210842132568
8,9,0.4579513552598655,1.3705045267155296,0.7766885757446289
9,10,0.4576467340812087,1.369948170687023,0.7747118473052979
